ItemID,Sentiment,SentimentText
76048,Positive,@AnthonyTilghman Thx 4 the great tweets!! Looking forward to getting to know you better! 
87339,Negative,@chrsbfflr wtf why not?! 
54580,Positive,@axisportals scowls are a lot more temporary than adulthood 
74445,Negative,"@Annesrugs Ack! John is on nightshift next week, not such a good idea "
62908,Negative,"@BillSchulz  Bill, come into gutreaction.  RE international feed cut off again.  "
74527,Negative,@AnnieC1 could do with some sympathy ... she's off work sick today   any offers??? ;)
93025,Negative,"@bassyc yeah i know little bit, not much.. this work keeps me busy all the time "
44826,Negative,"@annettefordavid Yeah...I don't want to see the look on her face if Adam loses...  She will be crushed. I won't care as much, trust me!"
74951,Negative,@anoony piss off u didnt like my baby pictures 
50524,Negative,@ashbymh I must let you know.  I JUST watched the Grey's finale.  And I totally just bawled my eyes out. 
52797,Negative,@astridfeliciano When am I gonna see you? 
20821,Positive,@_Misunderstood_ 
75612,Negative,@buckhollywood i think i did gareishly on my exams today 
7038,Negative,#Royals can't buy a win. 
91002,Positive,"@CocaBeenSlinky animal park is on bbc2  ye hes fine i kissed him all better,not really but i would of,last i heard hes doing ok"
98207,Negative,@conoro seems us not having t-mobile here affects the release in a big way.  thanks for the info
91424,Positive,@bambi_love Could you please explain this using a beer analogy? 
73805,Negative,"@caninez I had a bad dream, or nightmare if you will, that you turned into some juice monkey. Not cool "
77594,Negative,@catrienmaxwell Oh! Maybe you were talking about the campfire thing...I feel stupid 
21813,Negative,"@30SECONDSTOMARS ::waiting for the competitiion:: heh, guys the last few Kytemovies have no sound.  Can't wait to hear new music! xxx"
62036,Positive,"@Bireka109 Haha, I'm not hiding. I'm at home doing nothing at all. "
19046,Positive,"@_amberlovely Ooh, I might go into town later, 'i've done an exam' treat, maybe  Good luck in the revision, I must go to my exam....aah!x"
89842,Negative,@claxamana Miss you too 
94886,Negative,"@coyotetoo Would you believe I'm out of wine? No chocolate either.  Sleep I can do, I think, soon, finally"
58250,Positive,@Belamafia it was good  alright will buy a cake for u girls &amp; will do the same things LOL it wasnt a big deal
28303,Negative,@Abbybn u sick????   something is going around and I got it too 
48401,Positive,@alybry oooh ooh me me! I want updates 
44590,Positive,@anniesorensen Can't wait to see ya! Send ya a text soon 
58218,Negative,@beka_pink #otters indeed! I didn't get a #baconcascade and have no #otters either 
34469,Positive,@akalostangel At least you can talk about your problems. 
17808,Positive,@_BSoN_ Sometimes I drive from my bedroom to the bathroom. 
81160,Positive,"@ashbaugh if IT doesn't work out for you, the Ming Vase Company will take you on "
34924,Negative,@alphanix I felt like crap today I didn't even get out of bed 
87427,Negative,@aviolan Don't think that  I love you. Feel better. I'm praying for you. ALWAYS&lt;3
71191,Positive,"@brian_littrell :O!! Hi brain! it is soo awesome u decided to twitt  we where missing u, hope u are having fun - kisses from Peru "
2392,Negative," i am sick of being poorly now, it''s been a month of stomach problems and i'm fed up now"
22863,Negative,@a_willow Good morning. Not finished; not feeling well. 
3740,Positive,"- it's &quot;international donut day&quot; ??  it's strange but i just had one, i never eat donuts.. have a good one!!"
18209,Positive,"@_Desperado hahahaha... I figured out how to get it to follow where I am presently, rather than my address, so stalk away.  "
97635,Negative,@colcoomagnumar all we had in the house was a kitkat chunky  bad times
86485,Negative,@ChristalNicole I know story of my life  I'ma go to the white party though!
24086,Negative,"@abnerpastoll ya i was down in london on tues and it was beautiful outside, too good to last "
59763,Positive,"@Beverleyknight Whoohoo we've just overtaken Demi Moore for best twitterer, knew we could make u famous one day. Stick with me baby  LOL"
93471,Positive,@christinawrites I'll give a kiss on the cheek and a big bear hug for you !!! I'm hoping to get some facetime before the show 
98179,Negative,@ConnieKuo damn that sucks  who produced it
21981,Negative,@3Gguy and within a short time of the last clue all of them 
66025,Positive,"@brianlj Hehe, hoist on your own petard "
71314,Negative,@andymurd Opera Unite seems to be offline  Although from previous &quot;testing&quot; it looks good.
61129,Positive,@BigRedinTejas awe.. I'm part of the lovely ladies group.. I feel special 
85837,Positive,@ces1982 Just sent you a DM 
30831,Positive,@Adele_G thank you  x
59394,Negative,@beilabs That's a great show. hope they bring it back for another season at least. Looks doubtful though 
85793,Positive,@Centrium TwitterGadget still works thru the proxy here so thats good enough for me just now.. 
91136,Positive,"@cocolee117 Good night, CoCo. Have a sweet dream!!   I'm not home yet, still working in the office."
41896,Positive,@AndrewCrawford Thanks 
65989,Negative,"@bleszed you guys are never at home, and when I call the answering machine comes on after the first ring sometimes! "
87706,Negative,@chunjaegirl i &lt;3 you too. i miss you 
75577,Positive,"@Caroleharry Ty for good wishes. Same to you. PT helped. Chiro helped more. Won't be serving Wimbledon-level, but, then again, never did "
16744,Negative,@ like 5 oclock this morning i had a nose bleed!!!  bad times
82050,Positive,@chefrosebud hi chef... i just wonder how you come up with those amazing recipes??? i've tried some of them 
62917,Positive,"@BillWendel  Well, it needs a little work! "
87690,Negative,@chasegallimore LOL! That's so cute! Poor fish. 
11885,Negative,"(@slave_richard) so horny, and missing my Goddess "
87096,Positive,@CharlesGokey dont feel so bad i have no clue how to send a direct message either.. 
73915,Positive,"@brontepayne not at all. i love @bradiewebbstack so much  (see, not weird or creepy!) haha."
16493,Negative,@ dalilaDRAMATIC me too! can't bear to hear it! yucks..grossss 
88685,Positive,@chelseachan ....well its my day off from stalking @kaileighs so i figured id pick up some more hours stalkin you! 
43990,Positive,@annawaits @CollingsA #genuinespamsubjectlineoftheday &quot;Your Pork Pistol Won't Fail - Improve Your Spire and punish her!&quot; Tempted! 
6185,Negative, sick... And now i dont live at home so nobodys taking care of me  need medicine...
812,Negative, can't sleep -_- this sucks eggs and bacon! I'm suppose to get up early to
27695,Negative,@AHisme  whats wrong?
94400,Negative,@cosmicgirlie  Who's D?
69510,Positive,@and_am thanks 
44027,Positive,@anish_sinha and you should too its time to pump up those old mussels 
93398,Negative,@christinasound I'm like a few blocks from you right now and I want to com say hi  this weekend was epic as usual. Miss you tons
18295,Negative,@_emmajane_ Yep went but wind was very choppy so no air time unfortunately. 
95899,Negative,@CreateASquid oh my GOD!! Thanks a bunch... Now I feel like a horrible person and I have to get you an amazing bday gift.  x20
29008,Negative,"@Ace_Boogie_27 that's deep, it took me 20 min to download n 3 min to sync but it doesn't do all the stuff I read...I'm a lil dissapointed "
21543,Positive,@_dang3r I most certainly can 
84086,Negative,@ChloeFlashDance The dog is so creepy! http://xpb.me/x/0132.jpg  He's trying to eat her.
96968,Negative,@cmaecy @nareejo cant vote! cant open the dang site! NO BUENO! 
46285,Negative,"@ANYANKA77  I just want to go home and swim too. Oh wait, I don't have a pool... "
76481,Positive,"@caseykrause I made that yesterday, they were yummy! "
49454,Positive,@ashleymc6 lol that sucks! Thanks hopefully you won't get any rain tomorrow! 
92390,Negative,@chrisgedrim You dissed my taste in music 
82064,Positive,@chelbel3 Good morning chels!! 
43933,Positive,@annarmagideon yay you liked the wrestler!!! 
88097,Positive,"@CheapyD sweet, new episode of cagcast, thnx cheapy "
33731,Positive,@aintnuthinneo Hey Mo 
32471,Negative,@Agent_M It's the &quot;for one&quot; part of that that's important - Michael Bay movies are so mindless. All explosions and no substance. 
41076,Positive,"@amylane Sadly no, NHS hasn't quite got it's backside into gear yet! Love to meet up. Next week's good, going on hols week after "
56610,Positive,@beacueva haha..!Really?!! Listening Archie music!&lt;3 
70872,Negative,@bwJen I know   Lots of  things in the world that I can't control this week....thank you for the reminder to breathe.
97353,Negative,@cocolowecoco I saw that few yrs ago - its sad to see how he went down  I like Gary Kasparov
14274,Positive,...good morning everybody 
40037,Positive,@Amandalee55  yep. emailed you  back 
89700,Positive,@clarissasays i know!!  seriously..! i smile every time i watch it.  i love it when dougie makes that noise. it's completely unexpected..
392,Negative, @va_songstress broke my twitter..
32034,Negative,@Afficionados_HH damn! They lost 63-60. Bad weekend for their bros at swans too 
9836,Positive,#FollowFriday @heatherbrewer is a genius writer whose every word is a gift to us all. You'll need her Tweets (&amp; books) like oxygen! 
13264,Positive,.. please do so ..   have a good night 
39627,Positive,@AnaYanez @ClaudiaYanez I hope everything went great tonight! Im so happy for you guys! Miss you 
3793,Negative, Just sick of this.
65334,Negative,"@blackbangs ahhhh, i wanna enjoy as welllllll, but yea bad weather. "
5391,Positive,#FollowFriday @nik_kee_dee cos she plays the bass in HOTPANTS!??? OMG! 
93312,Negative,@christinaaaboo the universe doesn't want us to be together 
64060,Positive,@bookmyshow Oh That would be great! Best luck. 
3419,Positive, In a good mood.
9815,Positive,&quot;My binder is full too but your's is filled with Jackson doodles&quot;- Nicole &quot;NOOO it's filled with All Time Low doodles so suck it&quot; - Me 
99868,Negative,@crystalmarieluv Your Highness...........................crystalmarieDONTluvSpiteAnymore 
3467,Negative, SNL doesn't come on here for another 70 minutes!!
5432,Positive,#followfriday introducing you to @peppysophia. She has awarded me a chrono watch for a twitter contest!!   
62138,Negative,"@bitchville AHAHA I don't!  The weather's being bipolar, last night it was hella hot and now it's freezing"
53661,Positive,"@babygirlparis http://twitpic.com/6eqkf - really huge...  for you! I love you   !! &gt;&gt;    ,c=====8"
99968,Positive,@CT_x thnx found her 
37464,Negative,"@alittletrendy bitches  that shit better be the biggest damn room in the convention center. Wait, that'll be for New Moon, duh."
45017,Negative,@AntEscrow oh no  so can i get out of this soul binding contract
54738,Negative,@Ayla_F I'm not so sure anymore 
43500,Negative,@anjibee I'm weeping!!  BUT Federer will win this year! (Although the victory would be sweeter beating Nadal!)
12594,Negative,*sighs* Another day of stormy weather in St. Louis 
44992,Positive,@annieqpr i saw your tweet earlier still not got to the one here will have to try on way home tomoz and hope they are doing the same! 
94801,Negative,@chucklasker @GStephanopoulos show this morning was interesting. George Will can't honestly believe what he's saying about US healthcare 
71549,Positive,"@CAGEosaurus  Hi Nic  How are you? Just saw your new Movie Know1ng, and I liked it a lot! Thanks  cya"
78080,Positive,@arcangel5 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
68511,Positive,"@BOTeleprompter you missed one, @Plums_Tweet  "
27144,Positive,"@AFineFrenzy whats so amazingly funny, is I just got done watching the 2nd one on TV. I love those movies, Renee is awesome "
75814,Positive,@anthonypeso northern folk love gravy ... ha ha .. thats just a english thing ha ha sorry  just love saying it
27989,Negative,"@abhorredlife this happened to one of my friends, sorry "
29775,Negative,"@AdamBMusic LOL I just saw this. So mad that comments are cockblocked, I'm in the middle of reading them. "
34136,Negative,"@ajinkyaforyou You gotta ask @KNAN, it's something that a part of our team is betting big on. Still under wraps "
35223,Positive,@alyankovic Wierd Yanktosky was an early toss.... 
99351,Positive,@createsomething Just added &lt;marquee&gt; as well 
44715,Positive,@annekinla lol I was dosing AS I was writing my last tweet! was saying my alarm 2 wake would b going off shortly. 
47465,Negative,@arctic_penguin i think there are too much effects too.. i expected to see smth from the sneak peek where they were hanging on  ropes 
99906,Positive,@csdaley lol well i am very definitely a nerd. but i like nerds. 
9490,Positive,&quot;Chile o Caliente&quot;  I love this color!!!  http://twitpic.com/5dk6b
27721,Negative,@ahmednaguib Good Morning...it's a typical Monday  Sleepy at work..
38616,Positive,"@ALOliver Thanks Alice, really glad you enjoyed it - told you, Curious don't do snobby, down with that sort of thing! "
94968,Positive,@cpost I heard the good news so far  you must be excited w ystrday's Rangers win!
12203,Negative,*crying* I just burned my haaaand!!!!!!! How am I supposed to know the glass container next to the stove was hot?! 
50201,Positive,@asinclairharris   Happy #fletcherday! 
80655,Positive,@CharityIdeas you speak mandarin!!  i'm impressed!! 
68599,Positive,@brynnfoley And you? 
48694,Positive,"@AlyssaNoelleD Im pretty good, just making a cake haha YUM. what have u got planned for the long weekend? "
31085,Positive,@adindarachardi good . hha . 
59179,Positive,@benshephard Just about to watch you being Gok-ed! Is he as fab in real life as he is on the telly? 
55049,Negative,@aznJaime Yes! My mom is still gone 
44375,Negative,@anneversteeg I know right! 
4496,Positive, raainny agaaaaain
29804,Negative,"@alaaro that was our plan but they closed early for an event  they decided to stay in fairfax, so bowl America wins"
92531,Negative,"@barneystephens thanks. The issue isnt so much that i have no phone, it's more that i have no music, or phone numbers now "
45884,Negative,"@apAth3tic shes avoiding the INTERNET, more specifically, twitter till the weekends "
9822,Positive,#followfriday @chomaee @thehulkster 
93984,Negative,@bdogo golf season began.yay! also inspired by ur progress.i shld get fit too.but lazy and procrastinate 
1364,Negative,"=- aw, Just missed Kim Possible..."
17522,Negative,@_amberlovely I LIKE DOUGIE OKAY! you got it out of me 
57814,Negative,"@BedlamB They are indeed tropical, just populating the tank now, a species a week. Have to stop now thanks to a breakout of &quot;dropsy&quot; "
70212,Negative,"@breadandbadger oh I miss the smell of rain, it rarely rains here in Los Angeles "
25935,Positive,"@adikool; Hehe! You got his number?  Oh, &amp; Federer is better "
74868,Negative,@annTRS omg  rian and zack deserve more followers!!
66100,Positive,@briannajudge oh and i added our juno vid on youtube 
50018,Negative,"@ashthon lol, aww man..I'm sad now "
77314,Negative,@Cateydid Oh no!  
51154,Negative,@ameym21 Is your dad taking you?  ROFL IT'S LEE LIN CHIN (SBS news lady lawl)
85055,Positive,"@chriscardell Just flicked C4 on, not loaded hills account yet though, most winners yesterday 12/1+ to hard "
21331,Positive,@1stLadyOfSCREW U know iKeep it TRILL ;) u been supportin my music since day 1 
33387,Positive,@alittlemachine A+++ plans  wish I could join you!
65577,Negative,@Brennon_smith why would you wanna change it; I gave you that nickname. 
25604,Negative,"@3r1cag nope, haven't seen any new pennies, found or otherwise "
52961,Positive,@atafuni just tell him to shut the fuck up  -GTL
32733,Negative,@aliciamarielove you going to San Diego this summer is gonna suck for us 
37126,Negative,@am3556 @ladymaryann @Straw000  got a water leak 
4467,Negative,#AngryMarks kamnet: @JoiseyDani Sounds like a good day. I missed the Belmont Stakes tho  http://tinyurl.com/og74nz
65428,Positive,@BlackCat1966 bummer - back to reality. Hope it was fun 
58875,Positive,"@BeckyKingston u havent lived, you need to try it "
19134,Positive,@_barney_ well quite obviously you can't go past myparkingfine.com for crowd funding 
95499,Negative,@CiscaBean I think 11  a lil too late. Froyo tomorrow??
26983,Positive,@aaronasay I'm so happy that you'll keep the faith 
33446,Negative,"@Aimeski I cut my finger, I think cityrail tried to kill me with their trains of sharpness "
639,Negative,  ughhh..
56528,Positive,@bdjones if he had long blonde pigtails and matching arm warmers....maybe   http://www.rainbowbrite.net/
58633,Negative,@bemyfirecracker i'll miss you 
83718,Negative,@Casta_Diva Ughh I always try to do that but I look like a damn clown afterwards lmaoo I'm horrible with that girly girly crap 
51563,Positive,"@Amizadai Wow ok cool. EIC was in charge of the story, didn't know much about the copy. Small small world "
2783,Negative, I just want to sleep for once
91125,Positive,@COCOCHANEL2007 thats good thats good! how long will she be in the hospital? well you always have us to talk to when you're lonely 
60131,Positive,@BHGRE_Sherry Looks like U are good to go! That was ugly stuff 
70048,Negative,"@BrandyWandLover tell that to my pussy, he doesnt look happy  lol"
91325,Positive,@codelust @prolificd caught me at lunch today... you were correct of he stalking me 
65021,Negative,"@branhead4lyfe me too. I wanna lay back in my bed. But if I do, I failed today. "
25055,Positive,@acrowcity thanks!! 
84124,Positive,@chlosaurus fun fact: a LOT of girls from my old school are going to be there! 
71145,Positive,@brettullman ...I try to tell my kids that I love them everyday - love it when they tell me un-prompted 
10555,Negative,#inaperfectworld I would be with my boyfriend right now 
34109,Negative,@ajcalderon my texts I can't hear!! hahaha don't be mad 
55604,Negative,@Bayleforever  thats not good
51239,Negative,"@ashleyac -   Eeek, sorry for the bad recommend.  I don't have a mac, so I was just going by second-hand opinion haha"
18134,Negative,"..with @trishaynte and the others  haha oh, and i forgot to give Lyn her charger today! so sorry  i easily forget things. haha tired."
12442,Negative,&quot;@Jordanyup&quot;have you the e-mail from Miley ???? I want to write with her but I cant 
40103,Negative,"@amandapalmer &quot;...a moment you spend not doing something BETTER,&quot; in my case. "
37128,Negative,"@am83design yeah, sweets...the camcorder WAS you... your cashier number was all over it. "
32819,Positive,"@AhcomeonnowTed I haven't seen it thus far, so I'm looking forward to it "
5787,Negative, no more goth-trad this sat! i was so looking forward to it! argh!
18776,Negative,@__androgyn you  never respond to messages 
34193,Positive,@allisonblaire things are going pretty good. summer soon yay 
73386,Negative,@britttnicole Im Sorry about your friendship  its sad when a good friendship ends dont worryy *doot daa doot* be happy &lt;&lt; its a song ;)
69435,Positive,"@anautumnecho Nice talking to you Alex, thanks! "
20735,Positive,@__becky lmfao ;) what about bird watching? (I) hahaha 
91718,Positive,"@BAMsaidthelady Hi Vera, @Banksyart is now at @Banksyart2 - has been posting there since having probs with his @Banksyart account.  Peace"
84279,Negative,@chocolatesuze ooh keep me updated! Can't make it tonight 
80201,Positive,"@changeforge there will be a big change in new model. A video recording is probably be coming into it. So, please don't waste your money "
99064,Negative,"@Craftysince1990 Lol, that's sweet! I bought tickets last year &amp;&amp; my PartnerInCrime flaked so I didn't end up going  but this, FOR SURE!"
43850,Positive,@annalopez92 thats cool!  &lt;3
35235,Positive,@alyciaaa I miss you. can't wait for tonight haha 
747,Negative,"- @brooklyn_belle LOL. &quot;cat.&quot; I'm a huge fan. Also, the more i think about it, the more I think you should hold off on Sims 3 "
13248,Negative,.. I missed the biggest party ever to hit SA! So so so so sad  ANYWAYS thats life.. Gotta stay on my grind! SCHOOL FIRST! Missing my b ...
41077,Positive,"@AmyLapi ha ha I love that movie... not funny about the noise, but hilarious that  you just made that reference.  Good work "
13234,Negative,&quot;If. I. died. tomorrow.   . . . . . . would. you. care?&quot; Crazy. time! Can't. get. it. outta. my. head! Everything's. complicated! 
66861,Negative,"@bmtenney I know the feeling, my nephew and niece get me everytime "
66526,Negative,@blu3bird http://twitpic.com/4f7le - congrats man! that could be me 
22090,Positive,@_ladygoodman thats cruel but bloody funny!  x
68647,Positive,"@anafree French Hip hop ? Maybe I can help you , what do you want exactly ? "
21265,Positive,@1jaredPADALECKI hey yeah u do look sexy but i like u more when u smile  anyway just wanted to ask u have you ever run out from school?
49067,Positive,@ashleeadams you're such a sweetheart for doing all that.  if nothing else I hope your kyle appreciates it 
68865,Negative,"@BTCare Thanks, but spent most of the day on the phone to BT, engineer didn't turn up to activate line and the redirect order got lost. "
84197,Positive,@astroboyisgay would you know kung may bagong players?  i'm so excited!
69099,Negative,@Br0wnBerry that's what I keep telling myself 
18673,Positive,: home from ef.. i like the new atmosphere with my new class 
8477,Negative,"&amp; fwah, BIG D's was CLOSED when we went there just now. pftttttt. ima go to bed now. GONNA WAKE UP IN 6HRS TIME "
18520,Negative,@ work early as hell..so tired of bein here dis early 
11611,Positive,"#twalk means to eaither be tweeting while walking or tweeting while stalking... either way, the both sound pretty dangerous. lol "
88181,Positive,@cheeky_geeky hopefully you can bully them into tweeting 
51322,Negative,@AshleyFiala oh no! where did they go? 
52445,Positive,@askbillmitchell I like it more and more 
18063,Negative,@ my gma's house...love her!! Next stop the tag agency to get me a new license sense I can't seem to find my wallet 
88591,Positive,"@chelsea_doll It was totally expected, but wait to see what unfolds and further complicates that love triangle "
88990,Negative,@azzurrafm damn I though you had a wicked girl crush on me for a moment. What a let down 
29596,Positive,"@adam_goodman I loved it! With editing, you miss so much of the good things we both said. But I thought the homeowners were so great! "
28399,Positive,@abctinyjonas Yes I did 
22711,Negative,"@0mie sucks when you can help someone &amp; they don't want it. &amp; if you force it, they can push you away "
81190,Positive,"@charscooper now playing: let's get crazy! Come on, pick up that shampoo bottle &amp; sing to the crowd!! "
64676,Positive,"@BradHoward am sorry for you, hope you get better soon "
51889,Positive,"@aumantm05 Check out Tim's shop, help him out with his bills  http://bit.ly/12C31e   this kid's gonna be huge!!!"
7571,Negative,"#maduk - Carl Taylor (3): grand ideas like #Mlove &amp; #esoou are against agencies lack of trust in mobile media,... still "
16083,Positive,.. have a look at the activist cow  http://bit.ly/tRlcl
75462,Negative,@bubzbeauty Bubscriber?? Noooo...  Oh man. Maybe this is why my friends say I live under a rock. lol.
84299,Negative,"@chogokin na, ION is a very minimal FAST ROM. yeah, there are too many HERO ROMs out right now. Tried the JAC one but Rosie was too buggy "
53414,Positive,@Atomos I went up the Chief only as a hike 
88703,Negative,@chelseaheather awww.. it's okay! i'll see u when I see you? 
33125,Negative,@aianna21 it is a good place to stay. I have not had much transfer pain yet but I know it's coming like a looming storm 
39464,Positive,@anamariecox Cowboy Junkies rock! In an alt-country kind of way. What took you so long? 
75905,Positive,@Carrie410 How can you be done twice while I still have yet to get out for summer?!!? No fair! 
37097,Negative,@alyssenoel I am lost. Please help me find a good home. 
58546,Positive,@belledale iya aku lg proses di dua tmpt sayang. mhn doanya 
26481,Positive,@A_MixFit yea @JBeauty is adorable 
53839,Negative,@babyvtec yeah.. Hw 
1100,Negative, guess who im missing
49015,Positive,@ashestree Happy Birthday for tomorrow! 
46017,Positive,@ANWARmusic hey babe I skype all the time just holler when u need some help  http://myloc.me/28Hq
64927,Positive,@brandonlk I guess not. I'm not into a lot of things. I can be an ignorant beeoch 
25541,Positive,"@adamtylerx yess, we'd like to join your late night party, haha..if you wouldn't mind, that is  haha"
28588,Negative,@aishacol76 yeah i'm bored..but my stupid tweetdeck isn't working 
91320,Positive,@CodeBeard we caved months ago... We still annoy her by banging on her wall whenever she's too loud though 
8201,Negative,"&quot;...The guy gets all the glory the more he can score, While the girl can do the same and yet you call her a wh**e&quot; so sad "
25605,Positive,"@3r1cag Oh, I'm glad you liked it! "
87454,Positive,@ChubbyGayMan Thanks!  
59953,Positive,@beyondgoodnevil Did somebody say &quot;bad movies&quot;?? Sign me up!! I'll bring Twilight and Ghost Rider.. 
16182,Negative,"... and ran back on the court trailing toilet paper stuck in my shorts, all the way from the bathroom.  NOT COOL."
658,Positive, &quot;Nintendo DSi Portable Game System - What Will You and i Do?&quot; ( http://tinyurl.com/b3yobq )
32944,Negative,@ahj More speculation in the press today about Chris considering leaving before he's dumped 
13176,Positive,". @jwmurphey  Thanks! Just wanted to make sure you got it. Would like to DM u more info, but you have to follow me for DM to work. "
61515,Negative,@billohbill SS &amp; i r @ the devon horse show. gettin' mostly rained out. lots of events have ben cancelled incl the coaches 
76838,Positive,"@bwness Me, too! I super love her. My all-time favorite is Don't Lie! "
75448,Negative,@bubbly84 after the new twitterfox update it stopped working for me 
57355,Positive,"@beckster52 Thanks! LOL No, unless you count the cats. They do step on the keyboard "
7018,Positive,"#quietkarma - if my heart was an instrument, it would be a piano. Wish I'd learnt to play it properly when I had the chance. "
19298,Positive,@_littleowl I'll email you soon!  My head hurts right now ._.  You know why. 8D
26733,Positive,@A_SPASTIC_TIGER wee in the bath  come on we all let a little out
38344,Positive,@allygodinez How was the meet &amp; greet? 
27816,Negative,@aaslekar @andsoitis77 I miss everything about college 
79282,Positive,"@camiknickers no sometimes you just have to pray to the god of all things electrical, atheist or no atheist give it a go "
16198,Negative,"... computer class is so bore ! I need go home, right now "
34878,Negative,@AlainaMonet I am unable to download the song 
56644,Negative,"@baphomette Hmm, I'll think about it, but I do know how vocal Siamese are and that may give up my little UI one to the authorities. "
58455,Negative,@BellaMason1901 im all alone now 
97003,Positive,"@CrysWinchester HAHAAH! Crys, you blowing the fuses is a typical move "
3207,Negative," I work at 930 the morning after crank mob. ill have to cut this one short too, total bummer"
86426,Positive,"@chaiyenw hahaha.. yeaps! after a my normal workout routine somemore.. hoho... it's a good day     tmr, bodyPump.. wednesday Latin.. haha"
70281,Negative,@breanne19 @natalieeie @kdegandi i work the 4th of july and dont know how ill get it off 
35609,Negative,@AlanaJoy last twitpic is no going! 
59811,Negative,@bexiclepop booo that sucks lots   at least its not raining i guess?
57616,Positive,@Beckyjsue k   thnx and g'nite. I appreciate your words.
43480,Positive,"@anitafiander Thx 4 the stats link, Rt'd &amp; put in my favs! Have a fantastic day! "
68457,Positive,"@BryanGT3RS an mba maj in marketin, Brand mgnt,Business Dev and all the other palarva. I dont mind helpin a pal out.Dont forget mr  "
15608,Negative,"*sobs* Can't get ipod today, laybuy it is until next week "
91285,Negative,@BalHaze ... your not coming home  for the summer ?? 
23451,Negative,@aaronlowe I'm gonna miss that blue bumper. 
36904,Negative,"@Ali_CEO -- haha. Yea, it was worth the try. I need a new one "
25430,Positive,"@3aneeda @blue_chi really cant believe how you can stand CDs, they r old schooool  like tape (heard of it?) looool"
99963,Positive,"@CsUEif hi there hope ur well ,thanks for following "
50774,Negative,@ashl3ynicole it happens. it's just his phone got cut off so ya 
12963,Negative,*wants a Mac Pro* 
25810,Negative,@AdeleMcAlear Congrats on the MBP! Stores are open there? Even grocery stores are closed here today 
46911,Positive,@ApothecaryJeri I'm just sending tweets 2 friends from my old acct 2 follow me again via new acct spot which takes time.  All is well! 
85234,Negative,@cdf12345 i want to play! no xbox 
89421,Negative,@chescaaaaaa  yeaaaahh.
55955,Negative,"@backstreetboys Indiana misses you, it's lonely here without you  #BSB"
87020,Positive,@CharissaCowart Hey congrats! You made it into the top 100  http://bit.ly/gnCLm
54258,Negative,"@badingangbato uploading the photos from last night's gig already. Pasensya na, halos half-a-year ako nawala sa pagkukuha e "
12509,Negative,&quot;All that sunshine! You may even need a bit of suncream! - And then the rain around the South....&quot;  Aww shut up weather lady ï¿½_ï¿½ 
47323,Negative,@aranger   down with iPhone! ;-)
74287,Negative,"@Broooooke_ omg, i hope she is too  x"
7956,Positive,"#sla2009 we are the future, we are the information professionals/librarians/etc. *sing it to melody of We are the future by MJackson* "
95171,Positive,@cragchris You didn't wave to ME in Troutbeck - so I'm mortally offended now  Wasn't it a beautiful w'end for walking round Troutbeck!
98405,Positive,@cooloutrageous ur boy made it 2 the finals on the National Spelling Bee!  they said it looks like the glasses made him smarter.. lol
21688,Negative,@_Enigma__  i miss my employer he hasn't been on for a while 
14240,Negative,...don't like it when people hang up on me 
64373,Positive,@birdblogger so happy maybe it was the same one it made my day 
24215,Negative,@abslil I know the feeling 
90383,Negative,@cloudconnected Actually I think the NA release date was confirmed for September so it's a bit more of a wait. 
50757,Positive,@ambiance11 tell your girls hello.. i love Barbie 2..have a song in the new Barbie movie this fall.. w/some behind the scenes stuff 2.. 
99346,Negative,"@createabadge lol now i'm jealous, I've got a Tesco sandwich  and resisted buying anything nice in a chocolate/sweet way"
35245,Positive,"@alydenisof im pulling a broody face right now... ive never been in an earthqwake, dont know if i should be sad about that "
87618,Positive,@chuinavarro woow qe padreee  saludoos a patryy!
34467,Negative,@aLLy_yong just change battery cover ba.... i gave up my lunch and went to service centre  hungry now
2415,Negative, Home from NINJA weekend...I will miss you dearly!  Best $200 spent on tickets.
14594,Positive,...picked up stinker... now off to pick up my goods.. 
44341,Negative,@Ali_Sweeney Hey Ali is BL ever going to do singles instead of couples again? I want to apply every season but its always couples 
57792,Negative,@AmyElizabeth26 Jealousy 
64537,Negative,@boysforpele32 i just want them to reply once lol 
35610,Negative,@AlanaJoy me thinks you're having WAY more fun then i am tonite...lol  i'm craving fred 62's pop tarts right now 
19073,Negative,@_apricottea I knocked my head in to the bathroom sink last night when I was trying to bend down &amp; get my jammie bottoms 
262,Negative,   i want an octo drive
6769,Positive,#musicmonday: Hymn to mondays.  Remember old times. http://listen.grooveshark.com/#/song/I_Dont_Like_Mondays/1859733
50502,Negative,"@ashalynd like matruska?or does it mean something else?love russian, learnt some bits when i was a child but forgot&amp;didn't take it back "
99558,Positive,@Crizia i got 93%   on Hunter the 2nd
77881,Negative,"@cadistra Think wearing bermudas at the cinema wasn't a good idea after all, but outside was humid like cwazy! "
82149,Negative,@chelsayers  You didn't sound that excited when i got a twitter 
91068,Negative,@BaileeJane awww  I hope we can talk soon!
6877,Negative,"#nba sucks, just saying. They take over bones some nights. "
73477,Negative,@brizanizz twiddling my thumbs reminds me of xbox 
95168,Positive,@cragbaby I will admit that I have a measured appreciation for girly things once in a while. 
60892,Positive,"@bethanie Yay! So, you're all visible again?  "
90241,Negative,@chicndirty think you and @vtn should start &quot;Erol has sexy radio voice&quot; campaign so he doesn't listen to me and my big nasty mouth. 
